name,address,opening_hours,lat,lon,email,full_name,phone_number,web_site,region,adm_zone
Библиотека № 29,"город Москва, Дмитровское шоссе, дом 43, корпус 1",58,55.845149102555,37.569783020538,bib29@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 790-43-45,cbssao.ru,Тимирязевский,САО
Библиотека №91 имени Э.Л. Войнич,"город Москва, шоссе Энтузиастов, дом 78, корпус 1",0,55.7646946413903,37.787665395623,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 304-30-06,cbs-vao.ru,Перово,ВАО
Детская библиотека №154,"город Москва, улица Медиков, дом 22, корпус 3",53,55.63141088834,37.677837332495,154libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Царицыно,ЮАО
Библиотека №137,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Липецкая улица, дом 10, корпус 1, строение 3",58,55.598494908022,37.6706948038191,137libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Бирюлёво Восточное,ЮАО
Библиотека №74,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Ивантеевская улица, дом 4, корпус 2",58,55.8197107934884,37.7159370062873,b74@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 169-00-84,cbs-vao.ru,Богородское,ВАО
Библиотека №82,"город Москва, 4-я Парковая улица, дом 12, корпус 1",58,55.7891503544015,37.8120605461299,b82@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 465-23-93,cbs-vao.ru,Измайлово,ВАО
Библиотека №73 Культурный центр академика Д.С. Лихачева,"город Москва, Амурская улица, дом 31",58,55.814218191016,37.796236287368,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 466-07-14,cbs-vao.ru,Гольяново,ВАО
Библиотека искусств имени А. П. Боголюбова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 49/2",68,55.7813784575863,37.6024715183303,bogolubovlib@yandex.ru,Государственное бюджетное учреждение культуры города Москвы «Библиотека искусств им. А.П. Боголюбова»,+7 (495) 609-29-35,bogolublib.ru,Тверской,ЦАО
Библиотека №215,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 26, корпус 1",53,55.6810803854295,37.4948317883536,215@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 131-60-01,bibliozao.ru,Проспект Вернадского,ЗАО
Библиотека №34 им. А.А. Вознесенского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Башиловская улица, дом 3, корпус 1",58,55.7942209675688,37.5765492673963,bib34@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 614-29-01,cbssao.ru,Савёловский,САО
Библиотека №26,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Зеленоградская улица, дом 27А",0,55.8746057325847,37.4937494751066,bib26@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 451-46-53,cbssao.ru,Ховрино,САО
Детская библиотека №156,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Домодедовская улица, дом 1, корпус 1",53,55.6173845870249,37.7059336658567,156libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Орехово-Борисово Северное,ЮАО
Библиотека №168,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Херсонская улица, дом 1",58,55.6497671749507,37.5763998078842,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 122-10-88,cbsuzao.ru,Зюзино,ЮЗАО
Библиотека №107,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Перовское шоссе, дом 16/2",58,55.7356905997654,37.7516975160688,107_116_123@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 171-94-37,cbsuvao.ru,Нижегородский,ЮВАО
Библиотека №86,"город Москва, Измайловский проезд, дом 4",58,55.7981386094712,37.7696616528556,b86@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 166-43-80,cbs-vao.ru,Измайлово,ВАО
Библиотека №180 имени Н.Ф. Федорова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 92",68,55.648908655467,37.528853024088,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 335-57-22,cbsuzao.ru,Коньково,ЮЗАО
Библиотека №149,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Ясеневая улица, дом 34, корпус 4",40,55.6039985191368,37.7442731615156,149libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Орехово-Борисово Южное,ЮАО
Библиотека №217,"город Москва, улица Довженко, дом 6",58,55.7224656261575,37.5121340780805,217@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 143-39-97,bibliozao.ru,Раменки,ЗАО
Библиотека №192,"город Москва, Старобитцевская улица, дом 23, корпус 2",66,55.578687847787,37.573442178761,library-192@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 713-11-27,cbsuzao.ru,Северное Бутово,ЮЗАО
Центральная библиотека №106,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Шатурская улица, дом 49, корпус 1",70,55.727239185654,37.774318019782,106@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 171-23-52,cbsuvao.ru,Рязанский,ЮВАО
Библиотека №157,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, улица Газопровод, дом 9, корпус 2",58,55.5897560363462,37.6072551961988,157libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Чертаново Южное,ЮАО
Детская Библиотека №158,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Дорожная улица, дом 20, корпус 1",53,55.6071985018528,37.6193895097822,158libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Чертаново Южное,ЮАО
Библиотека №175,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, улица Ремизова, дом 10",58,55.6763574177699,37.6003552554175,library-175@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 127-11-90,cbsuzao.ru,Котловка,ЮЗАО
Библиотека №220,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, улица Наташи Ковшовой, дом 7/1",47,55.6836879279847,37.4543056500006,220@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 430-63-25,bibliozao.ru,Очаково-Матвеевское,ЗАО
Центральная детская библиотека №226,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, бульвар Яна Райниса, дом 2, корпус 1",53,55.851062620209,37.434484098924,226@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 495-84-77,cbsszao.ru,Северное Тушино,СЗАО
Детская библиотека №35,"город Москва, Дубнинская улица, дом 6, корпус 1",53,55.85876154682,37.570629180203,bib35@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 904-84-96,cbssao.ru,Восточное Дегунино,САО
Центральная библиотека №70 им. М. А. Шолохова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Большая Черкизовская улица, дом 18/1",70,55.7979727624291,37.729940819554,b70@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 168-63-37,cbs-vao.ru,Преображенское,ВАО
Библиотека №48,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Кибальчича, дом 4/6",58,55.815187746137,37.647393389819,biblio48@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 687-79-11,bibliosvao.ru,Алексеевский,СВАО
Библиотека №189 «Патриот»,"город Москва, улица Брусилова, дом 27",58,55.503632587241,37.583290881583,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 234-48-45,cbsuzao.ru,Южное Бутово,ЮЗАО
Библиотека №75 им. А. С. Серафимовича,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Открытое шоссе, дом 27, корпус 8",58,55.8277445513146,37.7570633171126,b75@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 167-15-73,cbs-vao.ru,Метрогородок,ВАО
Библиотека №200 «Истоки»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, улица Ивана Франко, дом 32, корпус 1",58,55.7328112029205,37.4075517654059,200@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 417-52-85,bibliozao.ru,Кунцево,ЗАО
Библиотека №150,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Ключевая улица, дом 10, корпус 2",58,55.633618022067,37.74123636413,150libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Братеево,ЮАО
Библиотека №30,"город Москва, Коровинское шоссе, дом 22",58,55.882599914694,37.533092536758,bib30@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 485-20-63,cbssao.ru,Дмитровский,САО
Библиотека №2 имени Ю. В. Трифонова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 63, строение 1",70,55.774424895406,37.59407451873,lukashevich_ya@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 250-01-62,okccao.ru,Тверской,ЦАО
Библиотека №33 им. Д. А. Фурманова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, 1-й Боткинский проезд, дом 4",58,55.783194016106,37.5573231931776,bib33@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 946-03-62,cbssao.ru,Беговой,САО
Библиотека №230,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Парусный проезд, дом 15",58,55.846372660863,37.4468859191984,230@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 493-53-29,cbsszao.ru,Южное Тушино,СЗАО
Библиотека №229,"город Москва, Туристская улица, дом 31, корпус 1",58,55.8572053846082,37.419781474708,229@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 495-63-77,cbsszao.ru,Северное Тушино,СЗАО
Библиотека №134,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 3-й квартал Капотня, дом 13",58,55.633304203942,37.8030819771811,134@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 355-77-65,cbsuvao.ru,Капотня,ЮВАО
Библиотека №116,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Нижегородская улица, дом 70, корпус 1",58,55.7335570025027,37.7088325420725,107_116_123@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 671-28-94,cbsuvao.ru,Нижегородский,ЮВАО
Детская библиотека №102,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 26, корпус 4",53,55.740506974397,37.768016249207,b102@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 309-07-39,cbs-vao.ru,Перово,ВАО
Библиотека №145,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, улица Мусы Джалиля, дом 34, корпус 4",53,55.6172815881044,37.7375837322325,145libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Зябликово,ЮАО
Детская библиотека №238,"город Москва, улица Барышиха, дом 21",53,55.844674408559,37.34704322057,238@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 794-40-93,cbsszao.ru,Митино,СЗАО
Библиотека №95,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Полимерная улица, дом 7, строение 2",58,55.7470782188402,37.8001274820417,b95@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 301-35-14,cbs-vao.ru,Новогиреево,ВАО
Центральная детская библиотека №46 им. И.З. Сурикова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Новопетровская улица, дом 16А",58,55.8353535593413,37.5230257026851,bib46@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 708-85-06,cbssao.ru,Коптево,САО
Библиотека №142,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Михневский проезд, дом 8, корпус 2А",58,55.575944235562,37.6678765355609,142libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Бирюлёво Восточное,ЮАО
Библиотека №246,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Конева, дом 16",58,55.795459504345,37.4844877235591,246@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 194-49-96,cbsszao.ru,Щукино,СЗАО
Библиотека №11 имени Д. В. Давыдова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шмитовский проезд, дом 46, корпус 2",60,55.7536477647735,37.5226690527052,galchina_la@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 259-56-28,okccao.ru,Пресненский,ЦАО
Библиотека №6 имени В. В. Вересаева,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Ружейный переулок, дом 4, строение 1",70,55.7435816583261,37.5808837171644,zhulikova_sn@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 255-81-33,okccao.ru,Хамовники,ЦАО
Библиотека №63 имени И.С. Соколова-Микитова,"город Москва, Полярная улица, дом 26, корпус 1",58,55.875371341377,37.636159203608,biblio63@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 477-15-32,bibliosvao.ru,Северное Медведково,СВАО
Библиотека №110,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 18, корпус 1",58,55.702549345353,37.813418324435,110@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 372-02-15,cbsuvao.ru,Выхино-Жулебино,ЮВАО
Библиотека №248,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Кулакова, дом 19",58,55.8078878313345,37.4098257534206,248@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 750-95-92,cbsszao.ru,Строгино,СЗАО
Детская библиотека №211 «Пионер»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Большая Дорогомиловская улица, дом 7",65,55.7460586666168,37.5579223670731,211@okczao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 240-21-75,bibliozao.ru,Дорогомилово,ЗАО
Библиотека №68,"город Москва, Челюскинская улица, дом 2",53,55.878813136814,37.700949802328,biblio68@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 474-90-59,bibliosvao.ru,Лосиноостровский,СВАО
Библиотека №187,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 19/22",58,55.6388145923382,37.5112535711378,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 335-89-86,cbsuzao.ru,Коньково,ЮЗАО
Библиотека №243,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Академика Бочвара, дом 2",58,55.8071139562954,37.4618365522474,243@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 193-54-92,cbsszao.ru,Щукино,СЗАО
Библиотека № 132,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, Батюнинская улица, дом 14",58,55.6592364232153,37.7067870328156,132@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 354-36-38,cbsuvao.ru,Печатники,ЮВАО
Детская Библиотека №141,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Бакинская улица, дом 15",53,55.6208959262681,37.6590688107535,141libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Царицыно,ЮАО
Библиотека №165,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская набережная, дом 20, корпус 2",50,55.681320850194,37.655399207451,165libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Нагатино-Садовники,ЮАО
Библиотека № 1 имени А. С. Грибоедова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Банный переулок, дом 4, строение 2",70,55.7858122948118,37.6378484722227,danilova_tv@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 680-60-82,okccao.ru,Мещанский,ЦАО
Детская библиотека №206 им. И. Е. Забелина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кременчугская улица, дом 6, корпус 1",53,55.7238011711344,37.4602808710188,206@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 449-05-84,bibliozao.ru,Фили-Давыдково,ЗАО
Библиотека №227,"город Москва, улица Героев Панфиловцев, дом 12, корпус 1",58,55.858696346968,37.428826169383,227@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 494-21-56,cbsszao.ru,Северное Тушино,СЗАО
Библиотека №181,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Болотниковская улица, дом 44, корпус 1",58,55.662894878373,37.5862345744606,library-181@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 121-30-92,cbsuzao.ru,Зюзино,ЮЗАО
Библиотека №130,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Краснодарская улица, дом 20/1",58,55.6774317031349,37.7516328809863,105_130@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 359-61-83,cbsuvao.ru,Люблино,ЮВАО
Библиотека №123,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, улица Верхняя Хохловка, дом 39/47",58,55.733324343337,37.721573767124,107_116_123@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 678-81-56,cbsuvao.ru,Нижегородский,ЮВАО
Детская библиотека №155,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Гурьевский проезд, дом 15, корпус 2, строение 2",53,55.6071288080407,37.7468963619322,155libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Орехово-Борисово Южное,ЮАО
Детская библиотека №71,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 46, корпус 1",53,55.8171636662573,37.8190585132688,b71@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 467-99-88,cbs-vao.ru,Гольяново,ВАО
Библиотека №83,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 27",58,55.8062246098429,37.7916141506284,b83@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 164-33-93,cbs-vao.ru,Измайлово,ВАО
Библиотека №239,"город Москва, Родионовская улица, дом 9",68,55.893200456264,37.394495245017,239@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 501-22-06,cbsszao.ru,Куркино,СЗАО
