name,lat,lon,region,adm_zone
Налоговая инспекция,55.70302046,37.72682832,Печатники,ЮВАО
Налоговая инспекция,55.70550494,37.72705442,Печатники,ЮВАО
Ставропольская ул.,55.67970899,37.73821232,Люблино,ЮВАО
Белореченская ул.,55.67006277,37.76439393,Люблино,ЮВАО
"Мосфильмовская ул., 13",55.71789828,37.5200971,Раменки,ЗАО
Ул. Пудовкина,55.72537339,37.53332687,Раменки,ЗАО
Метро «Юго-Восточная»,55.70595839,37.81785805,Выхино-Жулебино,ЮВАО
НИИ МЧС России,55.72358195,37.47888312,Фили-Давыдково,ЗАО
Метро «Бибирево»,55.88375962,37.60500944,Бибирево,СВАО
"Просп. Вернадского, 53",55.67357971,37.50111119,Проспект Вернадского,ЗАО
"Старообрядческая ул., 46",55.74000591,37.70007903,Нижегородский,ЮВАО
Ул. Перерва,55.65266119,37.72035561,Марьино,ЮВАО
Стоматологическая п-ка,55.6503151,37.71700057,Марьино,ЮВАО
"Окская ул., 18",55.71233541,37.75664483,Рязанский,ЮВАО
"Донецкая ул., 26",55.64785115,37.71344224,Марьино,ЮВАО
М-н «Оптика»,55.71137341,37.75274432,Рязанский,ЮВАО
"Новочеркасский бульв., 20",55.64621458,37.72074207,Марьино,ЮВАО
Стандартная ул.,55.88341255,37.58627049,Алтуфьевский,СВАО
Багратионовский проезд,55.74158116,37.49882141,Филёвский Парк,ЗАО
"Веерная ул., 12",55.71045013,37.49004774,Очаково-Матвеевское,ЗАО
"Багратионовский пр., 5",55.74473192,37.50893247,Филёвский Парк,ЗАО
Ул. Коштоянца,55.68050665,37.49445049,Проспект Вернадского,ЗАО
Школа «Марьино»,55.64254287,37.71969146,Марьино,ЮВАО
Парк им. 50-летия Октября,55.67957905,37.49890002,Проспект Вернадского,ЗАО
Ул. Федора Полетаева,55.70807991,37.78840047,Кузьминки,ЮВАО
Метро «Проспект Вернадского»,55.67936867,37.50120398,Проспект Вернадского,ЗАО
Ул. Федора Полетаева,55.70814762,37.78916914,Рязанский,ЮВАО
"Ул. Лобачевского, 96",55.68255717,37.48083383,Раменки,ЗАО
Б. Очаковская ул.,55.69153668,37.47054392,Раменки,ЗАО
Дом ребенка,55.70832814,37.46665389,Очаково-Матвеевское,ЗАО
"Болотниковская ул., 35",55.66015928,37.58777789,Зюзино,ЮЗАО
"Веерная улица, 20",55.70804291,37.48668734,Очаково-Матвеевское,ЗАО
Отдел соцзащиты,55.69279325,37.49370081,Раменки,ЗАО
"Ул. Раменки, 16",55.69046843,37.49144039,Раменки,ЗАО
Метро «Мичуринский проспект»,55.68690384,37.48718189,Раменки,ЗАО
Шелепихинский мост,55.75492306,37.52136049,Пресненский,ЦАО
Метро «Теплый Стан»,55.61996157,37.50656805,Ясенево,ЮЗАО
Метро «Красногвардейская»,55.61383108,37.74330064,Зябликово,ЮАО
Метро «Теплый Стан»,55.6203459,37.50585889,Тёплый Стан,ЮЗАО
Ул. Марш. Голованова,55.65177092,37.72789391,Марьино,ЮВАО
"Ул. Миклухо-Маклая, 20",55.64439028,37.52148177,Коньково,ЮЗАО
Ул. Архитектора Белопольского,55.64691745,37.51615613,Коньково,ЮЗАО
Дарвиновский музей,55.69118216,37.56238071,Академический,ЮЗАО
Краснодонская ул.,55.66620275,37.75054251,Люблино,ЮВАО
Инспекция труда,55.664579,37.74666934,Люблино,ЮВАО
Иловайская ул.,55.65865019,37.71659698,Марьино,ЮВАО
Олимпийская Деревня,55.67451133,37.46864588,Тропарёво-Никулино,ЗАО
Академия тенниса,55.67436655,37.4734248,Тропарёво-Никулино,ЗАО
Метро «Беляево»,55.6412145,37.5256123,Коньково,ЮЗАО
Улица 50 лет Октября,55.65925412,37.41082422,Солнцево,ЗАО
Метро «Академическая» (южн.),55.68677177,37.57279958,Академический,ЮЗАО
"Ул. Акад. Варги, 22",55.63393554,37.47004588,Тёплый Стан,ЮЗАО
Метро «Академическая» (южн.),55.68697006,37.57229111,Академический,ЮЗАО
Зона отдыха,55.64142308,37.46712673,Тёплый Стан,ЮЗАО
"Алтуфьевское ш., 12",55.85385118,37.58502023,Отрадное,СВАО
Ул. Дмитрия Ульянова,55.68530372,37.58245926,Академический,ЮЗАО
Метро «Кожуховская»,55.70594835,37.68670905,Южнопортовый,ЮВАО
"Алтуфьевское ш., 12",55.85402284,37.58497242,Отрадное,СВАО
Ул. Вострухина,55.72063706,37.79984644,Выхино-Жулебино,ЮВАО
"Ул. Островитянова, 39",55.6320428,37.53097723,Коньково,ЮЗАО
Метро «Волжская»,55.69023371,37.75515065,Текстильщики,ЮВАО
2-я Магистральная ул.,55.76464813,37.53380253,Пресненский,ЦАО
3-я Магистральная ул.,55.76163555,37.52793931,Хорошёвский,САО
Мелькомбинат № 3,55.76936256,37.52400816,Хорошёвский,САО
Ул. Островитянова - Центр Культуры,55.63854456,37.50750007,Тёплый Стан,ЮЗАО
Ул. Дмитрия Ульянова,55.68584148,37.58414565,Академический,ЮЗАО
Батайский пр.,55.64299245,37.70926939,Марьино,ЮВАО
Троекуровский пр.,55.70386914,37.42076568,Очаково-Матвеевское,ЗАО
Преображенский рынок,55.793697,37.71482117,Преображенское,ВАО
РТУ МИРЭА и Академия при Президенте РФ,55.66881823,37.47929005,Тропарёво-Никулино,ЗАО
Метро «Пионерская»,55.73570596,37.46748991,Фили-Давыдково,ЗАО
1-я Новокузьминская ул.,55.71225744,37.79701965,Выхино-Жулебино,ЮВАО
"Федеративный просп., 7",55.75649339,37.80296544,Перово,ВАО
"Федеративный просп., 7",55.75699399,37.80109696,Перово,ВАО
Дворец детского спорта,55.73918769,37.69120717,Таганский,ЦАО
Ул. Бориса Жигуленкова,55.76757875,37.73696125,Соколиная Гора,ВАО
МФЦ «Марьино»,55.65529073,37.73903274,Марьино,ЮВАО
"Улица 50 лет Октября, 6",55.65601222,37.41385216,Солнцево,ЗАО
Графитный пр.,55.65334527,37.73407933,Марьино,ЮВАО
Поликлиника,55.71565202,37.84536153,Косино-Ухтомский,ВАО
Почта,55.64719682,37.7393716,Марьино,ЮВАО
Метро «Марьино» (сев.),55.65142446,37.74305377,Марьино,ЮВАО
Аптека,55.64671011,37.73343743,Марьино,ЮВАО
"Батайский пр., 51",55.64286151,37.7405614,Марьино,ЮВАО
Марьинский бульв.,55.65126469,37.7586416,Марьино,ЮВАО
"Мячковский бульв., 8",55.65649288,37.75243953,Марьино,ЮВАО
Метро «Братиславская»,55.65845035,37.74973428,Марьино,ЮВАО
"Мячковский бульв., 8",55.65682469,37.75160707,Марьино,ЮВАО
Метро «Люблино»,55.67648786,37.76364586,Люблино,ЮВАО
Б-ца им. Семашко,55.68149072,37.76438007,Люблино,ЮВАО
Улица 50 лет Октября,55.65866214,37.41198163,Солнцево,ЗАО
Куликовская ул.,55.5730478,37.5655547,Северное Бутово,ЮЗАО
"Новокосинская ул., 29 - Муз. школа",55.74179331,37.86274676,Новокосино,ВАО
Ул. Акад. Глушко,55.56757267,37.56108507,Северное Бутово,ЮЗАО
"Луговой пр., 7",55.64691374,37.75295313,Марьино,ЮВАО
Чоботовская ул.,55.6448149,37.35083936,Ново-Переделкино,ЗАО
Метро «Ул. Скобелевская»,55.54906802,37.55469856,Южное Бутово,ЮЗАО
Чоботовская ул.,55.64459113,37.35265556,Ново-Переделкино,ЗАО
Муромская улица,55.71137005,37.85280944,Косино-Ухтомский,ВАО
"Чоботовская ул., 1",55.64270667,37.3567492,Ново-Переделкино,ЗАО
"Чоботовская ул., 1",55.64235972,37.3568851,Ново-Переделкино,ЗАО
Муромская улица,55.71164186,37.85427029,Косино-Ухтомский,ВАО
Лукино,55.64884997,37.34392774,Ново-Переделкино,ЗАО
Лукинская ул.,55.64483431,37.33839219,Ново-Переделкино,ЗАО
Храм Благовещения,55.64326817,37.33638316,Ново-Переделкино,ЗАО
Мясокомбинат,55.81623653,37.59804552,Бутырский,СВАО
Ул. Николая Старостина,55.73112051,37.85310038,Новокосино,ВАО
Б-ца им. Семашко,55.68167883,37.76041138,Люблино,ЮВАО
Алма-Атинская ул.,55.63989149,37.77095534,Братеево,ЮАО
"Поречная ул., 5",55.64518783,37.75403663,Марьино,ЮВАО
Старокрымская ул.,55.55829231,37.554582,Южное Бутово,ЮЗАО
"Поречная ул., 3",55.64403453,37.74906522,Марьино,ЮВАО
Южнобутовская ул.,55.53789192,37.53324185,Южное Бутово,ЮЗАО
"Поречная ул., 13",55.64591946,37.75763492,Марьино,ЮВАО
3-й мкр. Южного Бутова,55.54408277,37.54715542,Южное Бутово,ЮЗАО
Ул. Докукина,55.83668039,37.65646358,Ростокино,СВАО
"Луговой пр., 7",55.64750846,37.75305285,Марьино,ЮВАО
Мкр. Поляны,55.54331353,37.54069884,Южное Бутово,ЮЗАО
8-й мкр. Теплого Стана,55.63030508,37.47042717,Тёплый Стан,ЮЗАО
Мосрентген,55.62088526,37.48001228,Тёплый Стан,ЮЗАО
Изюмская ул. - Мед. центр,55.5429336,37.55790616,Южное Бутово,ЮЗАО
3-й мкр. Южного Бутова,55.54489119,37.54709913,Южное Бутово,ЮЗАО
"Ул. Скульптора Мухиной, 4",55.64352829,37.34875627,Ново-Переделкино,ЗАО
Ул. Николая Старостина,55.73074356,37.8558674,Косино-Ухтомский,ВАО
5-й мкр. Южного Бутова,55.53445556,37.5187674,Южное Бутово,ЮЗАО
"Новокосинская ул., 10",55.73460469,37.85513453,Новокосино,ВАО
Поликлиника № 121,55.53482322,37.52240745,Южное Бутово,ЮЗАО
"Новокосинская ул., 10",55.73441871,37.85469391,Новокосино,ВАО
Б. Очаковская ул.,55.69140536,37.46892574,Очаково-Матвеевское,ЗАО
"Лукинская ул., 3",55.64693695,37.34187516,Ново-Переделкино,ЗАО
Ул. Гиляровского,55.78991314,37.63307454,Мещанский,ЦАО
Ул. Судакова,55.6722625,37.74051019,Люблино,ЮВАО
Веневская ул.,55.54124298,37.55627219,Южное Бутово,ЮЗАО
Школа им. Достоевского,55.68663529,37.75236607,Люблино,ЮВАО
Бассейн,55.68053221,37.749168,Люблино,ЮВАО
Донецкая ул.,55.64505081,37.70905145,Марьино,ЮВАО
"Веерная ул., 12",55.71007351,37.48954737,Очаково-Матвеевское,ЗАО
"Веерная ул., 20",55.70802425,37.48508517,Очаково-Матвеевское,ЗАО
Дом ребенка,55.70819106,37.46749336,Очаково-Матвеевское,ЗАО
Мичуринский просп.,55.68474394,37.47844124,Проспект Вернадского,ЗАО
"Ул. Акад. Комарова, 12",55.83002642,37.59022481,Марфино,СВАО
"Ул. Головачева, 7",55.6727934,37.80605681,Люблино,ЮВАО
Метро «Водный Стадион»,55.84064777,37.48702348,Головинский,САО
"Ставропольская ул., 60",55.68223812,37.77157966,Люблино,ЮВАО
"Ставропольская ул., 54",55.68204456,37.76643889,Люблино,ЮВАО
Багратионовский пр.,55.74042886,37.49837249,Филёвский Парк,ЗАО
"Ставропольская ул., 54",55.68203246,37.76879508,Люблино,ЮВАО
Улица Перерва,55.65343977,37.72190067,Марьино,ЮВАО
Метродепо «Калужское»,55.66113592,37.54454132,Обручевский,ЮЗАО
Метро «Калужская»,55.65764452,37.54083424,Обручевский,ЮЗАО
Ул. Бутлерова,55.64998543,37.53259647,Коньково,ЮЗАО
Деревлево,55.64627708,37.52871177,Коньково,ЮЗАО
Ледовый каток,55.63782427,37.52261331,Коньково,ЮЗАО
"Ул. Островитянова, 27",55.6354375,37.51613169,Коньково,ЮЗАО
Брёхово,55.6421825,37.505663,Коньково,ЮЗАО
Мед. Факультет,55.65172224,37.5048956,Обручевский,ЮЗАО
МЭИ,55.75477792,37.70745328,Лефортово,ЮВАО
"Ставропольская ул., 60",55.6819356,37.77280786,Люблино,ЮВАО
М-н «Оптика»,55.7115511,37.7545012,Кузьминки,ЮВАО
"Окская ул., 18",55.71240267,37.75771046,Кузьминки,ЮВАО
Метро «Юго-Западная»,55.66226535,37.48425941,Тропарёво-Никулино,ЗАО
Мед. Факультет,55.65085351,37.50635144,Обручевский,ЮЗАО
Метро «Коньково»,55.63457791,37.5185559,Тёплый Стан,ЮЗАО
Коньково,55.63525425,37.52147966,Коньково,ЮЗАО
Деревлево,55.64724839,37.53027553,Коньково,ЮЗАО
Метро «Калужская» (сев.),55.65703528,37.54080121,Черёмушки,ЮЗАО
Метродепо «Калужское»,55.66117988,37.54532413,Черёмушки,ЮЗАО
Ул. Пржевальского,55.68173151,37.45510712,Очаково-Матвеевское,ЗАО
Метро «Озерная»,55.67169113,37.45039198,Очаково-Матвеевское,ЗАО
Метро «Павелецкая»,55.73135092,37.63704455,Замоскворечье,ЦАО
Б. Строченовский пер.,55.73059614,37.63060308,Замоскворечье,ЦАО
Управа района Очаково - Матвеевское,55.68815671,37.46450582,Очаково-Матвеевское,ЗАО
"Б. Очаковская ул., 2",55.69068308,37.46826277,Очаково-Матвеевское,ЗАО
Ул. Марии Поливановой,55.6790601,37.45088685,Очаково-Матвеевское,ЗАО
"Большая Очаковская улица, 42",55.67602103,37.44642138,Очаково-Матвеевское,ЗАО
"Б. Очаковская ул., 2",55.69033182,37.46731315,Очаково-Матвеевское,ЗАО
Ул. Акад. Арцимовича,55.63672434,37.51211878,Тёплый Стан,ЮЗАО
Управа района Очаково - Матвеевское,55.68787359,37.46375001,Очаково-Матвеевское,ЗАО
Метро «Беляево»,55.64346912,37.52717676,Коньково,ЮЗАО
Метро «Калужская» (южн.),55.6551497,37.5381079,Коньково,ЮЗАО
Ул. Пржевальского,55.68199765,37.45519816,Очаково-Матвеевское,ЗАО
Ул. Акад. Арцимовича,55.63728274,37.51131213,Коньково,ЮЗАО
Ул. Марии Поливановой,55.67946905,37.45183483,Очаково-Матвеевское,ЗАО
Шмитовский пр. - Детская б-ца,55.75615326,37.53951978,Пресненский,ЦАО
Парк Олимпийской Деревни,55.67660897,37.48444422,Проспект Вернадского,ЗАО
Акад. Труда,55.67455699,37.48640678,Проспект Вернадского,ЗАО
Ул. Лебедева,55.69821151,37.5290483,Раменки,ЗАО
Метро «Юго-Западная»,55.66130367,37.48160594,Тропарёво-Никулино,ЗАО
6-й мкр.,55.63897891,37.53891483,Коньково,ЮЗАО
Ледовый центр,55.61028699,37.73307768,Орехово-Борисово Южное,ЮАО
Паромная ул.,55.64110426,37.76000065,Братеево,ЮАО
Паромная ул.,55.64079356,37.75786769,Братеево,ЮАО
Каскадный парк,55.63667029,37.74191222,Братеево,ЮАО
Иловайская ул.,55.65859006,37.71608981,Люблино,ЮВАО
Автохозяйство,55.65766781,37.72447554,Марьино,ЮВАО
"Бирюлевская ул., 58",55.58044499,37.67127463,Бирюлёво Восточное,ЮАО
Загорьевский проезд,55.57916312,37.66498437,Бирюлёво Восточное,ЮАО
Орехово-3,55.60103449,37.71985614,Орехово-Борисово Южное,ЮАО
Орехово-3,55.60050716,37.71963122,Орехово-Борисово Южное,ЮАО
Метро «Новокосино»,55.74461382,37.86350769,Новокосино,ВАО
"Шипиловская ул., 5",55.61742488,37.69793937,Орехово-Борисово Северное,ЮАО
Ул. Измайловский Вал,55.78644261,37.71725535,Преображенское,ВАО
Поликлиника,55.74112215,37.68731389,Таганский,ЦАО
"Шипиловский пр., 55",55.60629343,37.70212527,Орехово-Борисово Южное,ЮАО
Дербеневская ул.,55.72566468,37.65145562,Даниловский,ЮАО
Ясеневая ул.,55.59970816,37.71252041,Орехово-Борисово Южное,ЮАО
Ул. Клочкова,55.72275051,37.4497288,Фили-Давыдково,ЗАО
Шипиловский ЗАГС,55.61724204,37.69523002,Орехово-Борисово Северное,ЮАО
"Шипиловская ул., 5",55.61732989,37.69947115,Орехово-Борисово Северное,ЮАО
Шипиловская ул.,55.61791153,37.70345524,Орехово-Борисово Северное,ЮАО
Ореховый пр.,55.61341554,37.73563306,Зябликово,ЮАО
Роспотребнадзор,55.61502456,37.75570733,Зябликово,ЮАО
Нагорный бульв.,55.67343811,37.59612781,Котловка,ЮЗАО
"Павелецкая наб., 2",55.71707434,37.64747677,Даниловский,ЮАО
"Задонский пр., 24",55.62248101,37.75779868,Зябликово,ЮАО
Ул. Улофа Пальме,55.71691882,37.51661724,Раменки,ЗАО
Детский сад,55.71998434,37.65200456,Даниловский,ЮАО
"Ул. Гримау, 1",55.69259698,37.582411,Академический,ЮЗАО
Новоспасский мост,55.72872076,37.64950848,Замоскворечье,ЦАО
"Ул. Гримау, 1",55.69281131,37.58300472,Академический,ЮЗАО
"Задонский пр., 16",55.62626554,37.75078235,Зябликово,ЮАО
Новоспасский мост,55.72834109,37.65018418,Даниловский,ЮАО
"Ул. Шверника, 10",55.6915204,37.58818518,Академический,ЮЗАО
"Ул. Мусы Джалиля, 5",55.63052028,37.74698114,Зябликово,ЮАО
2-й Павелецкий пр.,55.71304109,37.64725832,Даниловский,ЮАО
Школа имени Мильграма,55.68414227,37.59845029,Котловка,ЮЗАО
Пойма реки Городни,55.62979986,37.74195737,Зябликово,ЮАО
Долина реки Коршуниха,55.68054169,37.59649295,Котловка,ЮЗАО
"Ул. Мусы Джалиля, 5",55.63034637,37.74770224,Зябликово,ЮАО
"Шипиловская ул., 64",55.62342392,37.75561014,Зябликово,ЮАО
"Задонский пр., 24",55.62185097,37.75851625,Зябликово,ЮАО
Федеральный клинический центр,55.61691752,37.75976406,Зябликово,ЮАО
Роспотребнадзор,55.61496473,37.75465829,Зябликово,ЮАО
Метро «Красногвардейская»,55.61399894,37.7431194,Зябликово,ЮАО
Районный центр «Высота»,55.699835,37.76246492,Кузьминки,ЮВАО
Метро «Кузьминки»,55.70422705,37.76666181,Кузьминки,ЮВАО
"Ясеневая улица, 17",55.60228007,37.72611072,Орехово-Борисово Южное,ЮАО
Метро «Красногвардейская»,55.61313549,37.74432561,Зябликово,ЮАО
Парк «Шмелёвский ручей»,55.61121309,37.76067161,Орехово-Борисово Южное,ЮАО
"Ясеневая улица, 17",55.60230563,37.72736422,Орехово-Борисово Южное,ЮАО
Школа народных искусств,55.62364564,37.74260532,Зябликово,ЮАО
Метро «Шипиловская»,55.62188006,37.74433878,Зябликово,ЮАО
Центр здоровья детей,55.68660988,37.54802291,Гагаринский,ЮЗАО
Метро «Марьино»,55.64793599,37.74077903,Марьино,ЮВАО
Центр здоровья детей,55.68637382,37.54784886,Гагаринский,ЮЗАО
"Ул. Мусы Джалиля, 38",55.61787439,37.74388032,Зябликово,ЮАО
"Шипиловская улица, 41",55.62189196,37.73692725,Зябликово,ЮАО
"Шипиловская ул., 44",55.62177828,37.73193825,Зябликово,ЮАО
"Воронежская ул., 36",55.61050455,37.74336553,Орехово-Борисово Южное,ЮАО
Больница им. Демихова,55.6946717,37.75762781,Кузьминки,ЮВАО
Поликлиника № 214,55.60671937,37.73370312,Орехово-Борисово Южное,ЮАО
"Мичуринский просп., 58",55.69161254,37.48817315,Раменки,ЗАО
Кустанайская ул.,55.61604087,37.75325232,Зябликово,ЮАО
Ключевая ул.,55.63943661,37.75729397,Братеево,ЮАО
"Мичуринский просп., 58",55.69140693,37.48705932,Раменки,ЗАО
"Мичуринский просп., 21",55.69977702,37.50171181,Раменки,ЗАО
Метро «Юго-Западная»,55.66456442,37.48434166,Тропарёво-Никулино,ЗАО
"Шипиловская ул., 60",55.62193367,37.7502617,Зябликово,ЮАО
Улица Столетова,55.70237157,37.50640041,Раменки,ЗАО
Управа района Зябликово,55.61857949,37.7536004,Зябликово,ЮАО
Ледовый центр,55.60975443,37.7318407,Орехово-Борисово Южное,ЮАО
Поликлиника № 214,55.60638624,37.73356482,Орехово-Борисово Южное,ЮАО
Братеево,55.64298892,37.76663007,Братеево,ЮАО
"Гурьевский пр., 35",55.60885276,37.7600076,Орехово-Борисово Южное,ЮАО
"Гурьевский пр., 27",55.60770072,37.75578732,Орехово-Борисово Южное,ЮАО
"Гурьевский пр., 19",55.60639193,37.75257094,Орехово-Борисово Южное,ЮАО
МЦК Верхние Котлы,55.689853,37.6205026,Нагорный,ЮАО
"Нагорный проезд, 6",55.68762939,37.61602793,Нагорный,ЮАО
"Нагорный проезд, 10",55.68623356,37.61263689,Нагорный,ЮАО
Платф. Бирюлево - пасс.,55.58151889,37.66183771,Бирюлёво Восточное,ЮАО
43-й кв. Марьинского Парка,55.66761915,37.75920083,Люблино,ЮВАО
Ул. Нижн. Поля,55.66121905,37.73907403,Люблино,ЮВАО
Белая Дача,55.65900565,37.84008611,Люблино,ЮВАО
11-й км.,55.6842803,37.83206845,Выхино-Жулебино,ЮВАО
Метро «Дубровка»,55.71732014,37.67745585,Южнопортовый,ЮВАО
Ул. Фридриха Энгельса,55.77811734,37.69667773,Басманный,ЦАО
Метро «Университет»,55.69181245,37.53427943,Гагаринский,ЮЗАО
Управа района Печатники,55.66769318,37.72008502,Печатники,ЮВАО
Чагинская ул.,55.66676522,37.80753515,Люблино,ЮВАО
АЗЛК,55.72256173,37.69420274,Южнопортовый,ЮВАО
З-д «Хроматограф»,55.6570419,37.81832845,Капотня,ЮВАО
Поликлиника № 109,55.6919575,37.72203748,Печатники,ЮВАО
Ул. Винокурова,55.6862546,37.59294647,Академический,ЮЗАО
Ул. Шверника,55.68866426,37.59622737,Академический,ЮЗАО
"3-й Угрешский пр., 14",55.71184231,37.70091974,Печатники,ЮВАО
"Салтыковская ул., 33",55.73989147,37.87533541,Новокосино,ВАО
91-й кв. Грайворонова,55.71897712,37.74046554,Текстильщики,ЮВАО
МЦД Люблино,55.68365207,37.7343649,Люблино,ЮВАО
Метро «Партизанская»,55.78796644,37.74787437,Измайлово,ВАО
Метро «Маяковская»,55.76955527,37.59633529,Тверской,ЦАО
Б. Грузинская ул.,55.77413068,37.58869019,Тверской,ЦАО
Белорусский вокзал,55.7759935,37.58447653,Тверской,ЦАО
Автозаводский мост - Платф. Тульская,55.70457157,37.6212862,Донской,ЮАО
Балаклавский просп.,55.64380084,37.60583507,Нагорный,ЮАО
К/т «Ашхабад»,55.62396636,37.59517122,Чертаново Северное,ЮАО
Школьный парк,55.62822151,37.59805605,Чертаново Северное,ЮАО
МЦК Верхние Котлы,55.68972473,37.62231566,Нагатино-Садовники,ЮАО
Верхний Чертановский пруд,55.63762035,37.60481413,Чертаново Северное,ЮАО
Футбольная школа Чертаново,55.6308235,37.60019541,Чертаново Северное,ЮАО
Футбольная школа Чертаново,55.631604,37.60161342,Чертаново Северное,ЮАО
"Братеевская ул., 23",55.63161839,37.75593382,Братеево,ЮАО
Метро «Лубянка»,55.76010124,37.62612448,Мещанский,ЦАО
ОВД Братеево,55.63397006,37.77008445,Братеево,ЮАО
"Ключевая ул., 24",55.63213171,37.76375544,Братеево,ЮАО
Улица Воейкова,55.67210129,37.50814683,Проспект Вернадского,ЗАО
Ул. Ген. Глаголева,55.77746203,37.46101272,Хорошёво-Мнёвники,СЗАО
Живописная ул. - Храм Живоначальной Троицы,55.77827482,37.45582978,Хорошёво-Мнёвники,СЗАО
Метро «Добрынинская»,55.72852104,37.62329099,Замоскворечье,ЦАО
Южные ворота,55.62210824,37.78582688,Братеево,ЮАО
Метро «Верхние Лихоборы» - Северный вестибюль,55.85821217,37.55826147,Западное Дегунино,САО
Большая Якиманка,55.73952391,37.61726148,Якиманка,ЦАО
Ильменский пр.,55.86090628,37.5540423,Бескудниковский,САО
Метро «Полянка»,55.73586852,37.6193906,Якиманка,ЦАО
Спас,55.8330734,37.39188593,Митино,СЗАО
"Ботаническая ул., 33",55.83973132,37.58931158,Останкинский,СВАО
Долина реки Коршуниха,55.68051473,37.59704227,Котловка,ЮЗАО
Б. Строченовский пер.,55.73024045,37.63111252,Замоскворечье,ЦАО
Храм Иоанна Русского,55.73476299,37.40674544,Кунцево,ЗАО
Большой Краснохолмский мост,55.73593565,37.64507738,Замоскворечье,ЦАО
Метро «Динамо»,55.79116768,37.55431613,Аэропорт,САО
МЦД Трикотажная,55.83352198,37.40506423,Южное Тушино,СЗАО
Метро «Лубянка» - Политехнический музей,55.75924994,37.62846828,Басманный,ЦАО
Метро «Петровский парк»,55.79305042,37.55799903,Аэропорт,САО
Метро «Народное Ополчение»,55.77536309,37.48493235,Хорошёво-Мнёвники,СЗАО
Путевой дворец,55.79195895,37.55239291,Аэропорт,САО
Сквер Марш. Жукова,55.77626432,37.50181329,Хорошёво-Мнёвники,СЗАО
Ул. Марш. Конева,55.79567203,37.4889853,Щукино,СЗАО
Ул. Марш. Рыбалко,55.79805579,37.48905249,Щукино,СЗАО
"Просп. Марш. Жукова, 14",55.77598106,37.49390786,Хорошёво-Мнёвники,СЗАО
Храм Сергия Радонежского,55.83609252,37.40569349,Южное Тушино,СЗАО
Смольная ул.,55.8581037,37.48466984,Левобережный,САО
Храм Сергия Радонежского,55.83498991,37.40498828,Южное Тушино,СЗАО
МЦК Зорге,55.78908841,37.50038463,Хорошёво-Мнёвники,СЗАО
Сквер Марш. Жукова,55.77597434,37.50060449,Хорошёво-Мнёвники,СЗАО
Платф. Грачёвская,55.86969699,37.51123563,Западное Дегунино,САО
Платф. Грачёвская,55.86998315,37.51078637,Западное Дегунино,САО
"Бибиревская ул., 1",55.87928856,37.59273934,Алтуфьевский,СВАО
2-й Ботанический пр.,55.85065215,37.63811972,Свиблово,СВАО
2-й Ботанический пр.,55.84990372,37.63814606,Свиблово,СВАО
К/т «Сатурн»,55.85241514,37.64729495,Свиблово,СВАО
К/т «Рига»,55.84675818,37.58528408,Марфино,СВАО
МГСУ,55.85730595,37.68486133,Ярославский,СВАО
Метро «Владыкино»,55.84885098,37.59100301,Отрадное,СВАО
Метро «Владыкино»,55.84624912,37.59038559,Марфино,СВАО
Метро «Свиблово»,55.8557914,37.65365638,Свиблово,СВАО
Михалковская ул.,55.83714435,37.53956854,Коптево,САО
Онкологический диспансер,55.82364048,37.50344704,Войковский,САО
Метро «Алексеевская»,55.80921754,37.63778119,Алексеевский,СВАО
МИФИ,55.64930766,37.66179779,Москворечье-Сабурово,ЮАО
МИФИ,55.64968546,37.66220064,Москворечье-Сабурово,ЮАО
"Сельскохозяйственная ул., 6",55.83415981,37.64793206,Ростокино,СВАО
2-й Сельскохозяйственный пр.,55.83510809,37.64451742,Ростокино,СВАО
Сельскохозяйственная ул.,55.83259399,37.65218044,Ростокино,СВАО
"Снежная ул., 14",55.85093967,37.64413397,Свиблово,СВАО
"Снежная ул., 4",55.84894719,37.64204231,Свиблово,СВАО
"Ботаническая ул., 33",55.8402493,37.58858337,Марфино,СВАО
Ростокинская ул.,55.83556743,37.65897817,Ростокино,СВАО
Хохловка,55.73096293,37.72241285,Нижегородский,ЮВАО
Спортивный комплекс,55.83699603,37.63875921,Ростокино,СВАО
Ул. Верхн. Хохловка,55.73259172,37.71547628,Нижегородский,ЮВАО
Ин-т Пути,55.85608929,37.64447949,Свиблово,СВАО
"Рязанский просп., 57",55.72227758,37.77100519,Рязанский,ЮВАО
Проезд Русанова,55.85721085,37.63856705,Свиблово,СВАО
Стоматологическая п-ка,55.7308465,37.73952061,Нижегородский,ЮВАО
Северянинский путепровод,55.84567509,37.6689648,Свиблово,СВАО
Аптека,55.73740061,37.73502935,Нижегородский,ЮВАО
Управа района Выхино - Жулебино,55.71455391,37.80617176,Выхино-Жулебино,ЮВАО
12-й мкр. Марьинского Парка,55.66394542,37.78129569,Марьино,ЮВАО
"Б. Филевская ул., 41",55.74203842,37.47639038,Филёвский Парк,ЗАО
Детская п-ка,55.87226079,37.7126964,Ярославский,СВАО
Д/к «Серп и Молот»,55.74867802,37.67586956,Таганский,ЦАО
Театр Чихачева,55.71826379,37.78602897,Рязанский,ЮВАО
Школа № 750,55.86363666,37.69695805,Ярославский,СВАО
Д/к «Серп и Молот»,55.74899484,37.67572408,Таганский,ЦАО
Ул. Вешних Вод,55.86122583,37.69177994,Ярославский,СВАО
НИЦ «Строительство»,55.72048966,37.77629092,Рязанский,ЮВАО
